1;100.0
2;100.0
3;100.0
4;100.0
5;100.0
6;100.0
7;100.0
8;100.0
9;100.0
10;100.0
11;100.0
12;100.0
13;95.63953488372093
14;84.46969696969697
15;66.66666666666666
16;30.76923076923077
17;0.0
